3000001;Name;10 rows with this ID;state;102077RUB
3000001;Name;10 rows with this ID;state;85078RUB
3000001;Name;10 rows with this ID;state;186609RUB
3000001;Name;10 rows with this ID;state;27253RUB
3000001;Name;10 rows with this ID;state;198872RUB
3000001;Name;10 rows with this ID;state;17740RUB
3000001;Name;10 rows with this ID;state;187032RUB
3000001;Name;10 rows with this ID;state;169407RUB
3000001;Name;10 rows with this ID;state;167910RUB
3000001;Name;10 rows with this ID;state;157944RUB
3000001;Name;10 rows with this ID;state;38807RUB
3000002;Name;29 rows with this ID;state;87829RUB
3000002;Name;29 rows with this ID;state;23600RUB
3000002;Name;29 rows with this ID;state;115070RUB
3000002;Name;29 rows with this ID;state;82280RUB
3000002;Name;29 rows with this ID;state;99486RUB
3000002;Name;29 rows with this ID;state;90768RUB
3000002;Name;29 rows with this ID;state;169225RUB
3000002;Name;29 rows with this ID;state;169348RUB
3000002;Name;29 rows with this ID;state;32056RUB
3000002;Name;29 rows with this ID;state;52140RUB
3000002;Name;29 rows with this ID;state;171284RUB
3000002;Name;29 rows with this ID;state;110289RUB
3000002;Name;29 rows with this ID;state;115783RUB
3000002;Name;29 rows with this ID;state;80987RUB
3000002;Name;29 rows with this ID;state;88148RUB
3000002;Name;29 rows with this ID;state;66009RUB
3000002;Name;29 rows with this ID;state;35414RUB
3000002;Name;29 rows with this ID;state;195493RUB
3000002;Name;29 rows with this ID;state;166209RUB
3000002;Name;29 rows with this ID;state;70282RUB
3000002;Name;29 rows with this ID;state;15836RUB
3000002;Name;29 rows with this ID;state;173917RUB
3000002;Name;29 rows with this ID;state;31779RUB
3000002;Name;29 rows with this ID;state;85313RUB
3000002;Name;29 rows with this ID;state;31234RUB
3000002;Name;29 rows with this ID;state;132295RUB
3000002;Name;29 rows with this ID;state;174914RUB
3000002;Name;29 rows with this ID;state;128122RUB
3000002;Name;29 rows with this ID;state;130950RUB
3000002;Name;29 rows with this ID;state;25712RUB
3000003;Name;16 rows with this ID;state;26062RUB
3000003;Name;16 rows with this ID;state;15557RUB
3000003;Name;16 rows with this ID;state;90359RUB
3000003;Name;16 rows with this ID;state;43315RUB
3000003;Name;16 rows with this ID;state;184532RUB
3000003;Name;16 rows with this ID;state;42286RUB
3000003;Name;16 rows with this ID;state;189029RUB
3000003;Name;16 rows with this ID;state;195147RUB
3000003;Name;16 rows with this ID;state;94106RUB
3000003;Name;16 rows with this ID;state;18462RUB
3000003;Name;16 rows with this ID;state;178849RUB
3000003;Name;16 rows with this ID;state;94857RUB
3000003;Name;16 rows with this ID;state;122921RUB
3000003;Name;16 rows with this ID;state;87160RUB
3000003;Name;16 rows with this ID;state;159314RUB
3000003;Name;16 rows with this ID;state;197492RUB
3000003;Name;16 rows with this ID;state;181200RUB
3000004;Name;11 rows with this ID;state;52040RUB
3000004;Name;11 rows with this ID;state;78379RUB
3000004;Name;11 rows with this ID;state;122771RUB
3000004;Name;11 rows with this ID;state;38911RUB
3000004;Name;11 rows with this ID;state;146301RUB
3000004;Name;11 rows with this ID;state;71980RUB
3000004;Name;11 rows with this ID;state;168033RUB
3000004;Name;11 rows with this ID;state;109763RUB
3000004;Name;11 rows with this ID;state;11414RUB
3000004;Name;11 rows with this ID;state;80439RUB
3000004;Name;11 rows with this ID;state;119329RUB
3000004;Name;11 rows with this ID;state;189506RUB
3000005;Name;33 rows with this ID;state;42088RUB
3000005;Name;33 rows with this ID;state;47400RUB
3000005;Name;33 rows with this ID;state;41335RUB
3000005;Name;33 rows with this ID;state;36665RUB
3000005;Name;33 rows with this ID;state;131575RUB
3000005;Name;33 rows with this ID;state;96466RUB
3000005;Name;33 rows with this ID;state;147280RUB
3000005;Name;33 rows with this ID;state;59819RUB
3000005;Name;33 rows with this ID;state;191770RUB
3000005;Name;33 rows with this ID;state;27631RUB
3000005;Name;33 rows with this ID;state;82194RUB
3000005;Name;33 rows with this ID;state;199174RUB
3000005;Name;33 rows with this ID;state;165290RUB
3000005;Name;33 rows with this ID;state;122878RUB
3000005;Name;33 rows with this ID;state;94037RUB
3000005;Name;33 rows with this ID;state;89797RUB
3000005;Name;33 rows with this ID;state;19789RUB
3000005;Name;33 rows with this ID;state;166906RUB
3000005;Name;33 rows with this ID;state;152883RUB
3000005;Name;33 rows with this ID;state;99909RUB
3000005;Name;33 rows with this ID;state;60105RUB
3000005;Name;33 rows with this ID;state;76731RUB
3000005;Name;33 rows with this ID;state;183110RUB
3000005;Name;33 rows with this ID;state;39717RUB
3000005;Name;33 rows with this ID;state;63526RUB
3000005;Name;33 rows with this ID;state;169840RUB
3000005;Name;33 rows with this ID;state;157782RUB
3000005;Name;33 rows with this ID;state;79506RUB
3000005;Name;33 rows with this ID;state;195536RUB
3000005;Name;33 rows with this ID;state;186926RUB
3000005;Name;33 rows with this ID;state;79521RUB
3000005;Name;33 rows with this ID;state;138683RUB
3000005;Name;33 rows with this ID;state;107191RUB
3000005;Name;33 rows with this ID;state;138968RUB
3000006;Name;17 rows with this ID;state;193789RUB
3000006;Name;17 rows with this ID;state;92092RUB
3000006;Name;17 rows with this ID;state;31865RUB
3000006;Name;17 rows with this ID;state;99802RUB
3000006;Name;17 rows with this ID;state;139217RUB
3000006;Name;17 rows with this ID;state;114774RUB
3000006;Name;17 rows with this ID;state;144128RUB
3000006;Name;17 rows with this ID;state;54872RUB
3000006;Name;17 rows with this ID;state;162656RUB
3000006;Name;17 rows with this ID;state;141952RUB
3000006;Name;17 rows with this ID;state;39934RUB
3000006;Name;17 rows with this ID;state;26319RUB
3000006;Name;17 rows with this ID;state;117828RUB
3000006;Name;17 rows with this ID;state;54211RUB
3000006;Name;17 rows with this ID;state;76770RUB
3000006;Name;17 rows with this ID;state;198263RUB
3000006;Name;17 rows with this ID;state;186585RUB
3000006;Name;17 rows with this ID;state;176305RUB
3000007;Name;7 rows with this ID;state;69980RUB
3000007;Name;7 rows with this ID;state;183929RUB
3000007;Name;7 rows with this ID;state;178474RUB
3000007;Name;7 rows with this ID;state;179469RUB
3000007;Name;7 rows with this ID;state;194180RUB
3000007;Name;7 rows with this ID;state;144194RUB
3000007;Name;7 rows with this ID;state;25693RUB
3000007;Name;7 rows with this ID;state;53392RUB
3000008;Name;22 rows with this ID;state;96077RUB
3000008;Name;22 rows with this ID;state;108751RUB
3000008;Name;22 rows with this ID;state;161699RUB
3000008;Name;22 rows with this ID;state;22019RUB
