7000001;Name;31 rows with this ID;state;50937RUB
7000001;Name;31 rows with this ID;state;20131RUB
7000001;Name;31 rows with this ID;state;184910RUB
7000001;Name;31 rows with this ID;state;123909RUB
7000001;Name;31 rows with this ID;state;80799RUB
7000001;Name;31 rows with this ID;state;92847RUB
7000001;Name;31 rows with this ID;state;34564RUB
7000001;Name;31 rows with this ID;state;62511RUB
7000001;Name;31 rows with this ID;state;184279RUB
7000001;Name;31 rows with this ID;state;92323RUB
7000001;Name;31 rows with this ID;state;111884RUB
7000001;Name;31 rows with this ID;state;57620RUB
7000001;Name;31 rows with this ID;state;157433RUB
7000001;Name;31 rows with this ID;state;135633RUB
7000001;Name;31 rows with this ID;state;109152RUB
7000001;Name;31 rows with this ID;state;79309RUB
7000001;Name;31 rows with this ID;state;50838RUB
7000001;Name;31 rows with this ID;state;167144RUB
7000001;Name;31 rows with this ID;state;114173RUB
7000001;Name;31 rows with this ID;state;162628RUB
7000001;Name;31 rows with this ID;state;37810RUB
7000001;Name;31 rows with this ID;state;130513RUB
7000001;Name;31 rows with this ID;state;56564RUB
7000001;Name;31 rows with this ID;state;167387RUB
7000001;Name;31 rows with this ID;state;71125RUB
7000001;Name;31 rows with this ID;state;40513RUB
7000001;Name;31 rows with this ID;state;81210RUB
7000001;Name;31 rows with this ID;state;170662RUB
7000001;Name;31 rows with this ID;state;134231RUB
7000001;Name;31 rows with this ID;state;105222RUB
7000001;Name;31 rows with this ID;state;34041RUB
7000001;Name;31 rows with this ID;state;108403RUB
7000002;Name;5 rows with this ID;state;110044RUB
7000002;Name;5 rows with this ID;state;47362RUB
7000002;Name;5 rows with this ID;state;111042RUB
7000002;Name;5 rows with this ID;state;94075RUB
7000002;Name;5 rows with this ID;state;79137RUB
7000002;Name;5 rows with this ID;state;137899RUB
7000003;Name;20 rows with this ID;state;192162RUB
7000003;Name;20 rows with this ID;state;140648RUB
7000003;Name;20 rows with this ID;state;21903RUB
7000003;Name;20 rows with this ID;state;164098RUB
7000003;Name;20 rows with this ID;state;69967RUB
7000003;Name;20 rows with this ID;state;194163RUB
7000003;Name;20 rows with this ID;state;155394RUB
7000003;Name;20 rows with this ID;state;182312RUB
7000003;Name;20 rows with this ID;state;195684RUB
7000003;Name;20 rows with this ID;state;120223RUB
7000003;Name;20 rows with this ID;state;161025RUB
7000003;Name;20 rows with this ID;state;130820RUB
7000003;Name;20 rows with this ID;state;147220RUB
7000003;Name;20 rows with this ID;state;121727RUB
7000003;Name;20 rows with this ID;state;68924RUB
7000003;Name;20 rows with this ID;state;93660RUB
7000003;Name;20 rows with this ID;state;123061RUB
7000003;Name;20 rows with this ID;state;61091RUB
7000003;Name;20 rows with this ID;state;77917RUB
7000003;Name;20 rows with this ID;state;33678RUB
7000003;Name;20 rows with this ID;state;194891RUB
